Please dont waste your money.,0,amazon
"All in all, I'm quite satisfied with this purchase.",1,amazon
"If you are looking for a good quality Motorola Headset keep looking, this isn't it.",0,amazon
Yet Plantronincs continues to use the same flawed charger design.,0,amazon
Disapointing Results.,0,amazon
Cumbersome design.,0,amazon
"Great it was new packaged nice works good, no problems and it came in less time then I expected!!!!",1,amazon
Great Product.,1,amazon
It's A PIECE OF CRAP!,0,amazon
"My experience was terrible..... This was my fourth bluetooth headset, and while it was much more comfortable than my last Jabra (which I HATED!!!",0,amazon
This fixes all the problems.,1,amazon
Worst ever.,0,amazon
I am very happy,1,amazon
"I've had no trouble accessing the Internet, downloading ringtones or performing any of the functions.",1,amazon
"I can barely ever hear on it and am constantly saying ""what?""",0,amazon
The battery life is highly unacceptable.,0,amazon
That company is a joke.,0,amazon
It does everything the description said it would.,1,amazon
Due to this happening on every call I was forced to stop using this headset.,0,amazon
"It works great with a car charger, especially if you cannot plug in two adapters at the same time.",1,amazon
"Verizon tech support walked my through a few procedures, none of which worked and I ended up having to do a hard re-set, wiping out all my data.",0,amazon
"Voice Quality, Signal Strength, Dropped Calls.",0,amazon
"It plays louder than any other speaker of this size; the price is so low that most would think the quality is lacking, however, it's not.",1,amazon
Better than expected.,1,amazon
"It feels poorly constructed, the menus are difficult to navigate, and the buttons are so recessed that it is difficult to push them.",0,amazon
Battery is holding up well.,1,amazon
Also difficult to put on.I'd recommend avoiding this product.,0,amazon
"I only used it two days, and it wasn't always easy to hear with.",0,amazon
I got the car charger and not even after a week the charger was broken...I went to plug it in and it started smoking.,0,amazon
Sprint - terrible customer service.,0,amazon
Linked to my phone without effort.,1,amazon
THey are so cool!,1,amazon
Easy to use.,1,amazon
Better Than New.,1,amazon
"What possesed me to get this junk, I have no idea...",0,amazon
Piece of trash.,0,amazon
A pretty good product.,1,amazon
This is a great phone!.,1,amazon
"For the price on Amazon, it is an excellent product, which I would highly recommend.",1,amazon
Their Research and Development division obviously knows what they're doing.,1,amazon
"The real killer is the volume, and of course it breaking.",0,amazon
Those phones are working just fine now.,1,amazon
I am more than happy with this product.,1,amazon
Poor Construction.,0,amazon
This is infuriating.,0,amazon
"Overall, I would recommend this phone over the new Walkman.",1,amazon
Sprint charges for this service.,0,amazon
"It is cheap, and it feel and look just as cheap.",0,amazon
It fits my ear well and is comfortable on.,1,amazon
It doesn't work in Europe or Asia.,0,amazon
clipping this to your belt will deffinitely make you feel like 50 cent's up-and-coming.,1,amazon
I like design and look of Jabra behing the ear headsets and 5020 is pretty comfortible to wear 24 hours a day without pain in the ear.,1,amazon
I was amazed at the quick arrival of the two original lg cell phone batteries and and at a fraction of the price.,1,amazon
the worst phone from samsung...crap..... this crappy Samsung E715.. is the worst i have ever seeen.,0,amazon
the charger worked for about a week and then completely stopped charging my phone.,0,amazon
Poor product.,0,amazon
However I needed some better instructions.,0,amazon
You need two hands to operate the screen.This software interface is decade old and cannot compete with new software designs.,0,amazon
Worked very well paired with a Treo 700w and as a Skype headset on my PC (using a USB Bluetooth transceiver).,1,amazon
"Steer clear of this product and go with the genuine Palm replacementr pens, which come in a three-pack.",0,amazon
DO NOT BUY DO NOT BUYIT SUCKS,0,amazon
This is a great product..... sure beats using your fingers!.,1,amazon
"Plus, I seriously do not believe it is worth its steep price point.",0,amazon
All the other cases I've tried normally fall apart after a few months but this one seems to be in for the long haul.,1,amazon
Very Dissapointing Performance.,0,amazon
Don't make the same mistake that I did and please don't buy this phone.,0,amazon
This phone might well be the worst I've ever had in any brand.,0,amazon
Case was more or less an extra that I originally put on but later discarded because it scratched my ear.,0,amazon
I recommend iGo to anyone with different brand cell phones/mp3 players in the family.,1,amazon
Don't bother - go to the store.,0,amazon
"I posted more detailed comments under the grey or black phone, but i have the Fire Red and it's a great color!",1,amazon
I did not have any problem with this item and would order it again if needed.,1,amazon
You get what you pay for I guess.,0,amazon
"Not only did the software do a great job of this, I could also make my own ringtones form my existing CDs without an internet connection.",1,amazon
im surprised this is a good quality car charger and there's not much reviews about it.,1,amazon
These are fabulous!,1,amazon
"However, BT headsets are currently not good for real time games like first-person shooters since the audio delay messes me up.",0,amazon
I used bitpim (a free program you can find on the internet)to transfer data to the phone.The price of the cable was excellent.,1,amazon
Disappointing accessory from a good manufacturer.,0,amazon
"Performed awful -- muffled, tinny incoming sound and severe echo for those on the other end of the call.",0,amazon
Very wind-resistant.,1,amazon
"Obviously they have a terrible customer service, so you get what you pay for.",0,amazon
"They do not last forever, but is not overly expensive to replace.Easy to operate and the sound is much better than others I have tried.",1,amazon
"I contacted the company and they told me that, although the unit was still under warranty, if I couldn't produce my receipt I was out of luck.",0,amazon
Linksys should have some way to exchange a bad phone for a refurb unit or something!,0,amazon
Phone is sturdy as all nokia bar phones are.,1,amazon
Great phone.,1,amazon
"When I placed my treo into the case, not only was it NOT snug, but there was A LOT of extra room on the sides.",0,amazon
I'm pleased.,1,amazon
Battery is terrible.,0,amazon
I found the product to be easy to set up and use.,1,amazon
The earpiece on this is too large or too heavy...it keeps falling out of my ear.,0,amazon
Utter crap.. Sound quality is TERRIBLE.,0,amazon
"The charger arrived within the promised timeframe, but it did not work.",0,amazon
"No ear loop needed, it's tiny and the sound is great.",1,amazon
"Finally, after three or four times the spring of the latch broke and I could not use it any longer on the visor.",0,amazon
"The handsfree part works fine, but then the car tries to download the address book, and the Treo reboots.Overall, I still rate this device high.",1,amazon
Talk about USELESS customer service.,0,amazon
"It felt too light and ""tinny."".",0,amazon
This does not fit the Palm Tungsten E2 and it broke the first time I tried to plug it in.,0,amazon
I'm happy about this purchase- good quality and low price.,1,amazon
I love the look and feel of Samsung flipphones.,1,amazon
Its well-designed and very sharp -- the blue is a very nice color.,1,amazon
Does everything it should and more.,1,amazon
I could not recommend these more.,0,amazon
Nice Sound.,1,amazon
"Looks good in the picture, but this case was a huge disappointment!!",0,amazon
Much less than the jawbone I was going to replace it with.,1,amazon
Setup went very smoothly.,1,amazon
its extremely slow and takes forever to do anything with it.,0,amazon
"A must study for anyone interested in the ""worst sins"" of industrial design.",0,amazon
The first thing that happened was that the tracking was off.,0,amazon
"It is well made, easy to access the phone and has a handy, detachable belt clip.",1,amazon
Then I had to continue pairing it periodically since it somehow kept dropping.,0,amazon
Can't upload ringtones from a third party.,0,amazon
"Bluetooth does not work, phone locks up, screens just flash up and now it just makes calls randomly while in my pocket locked.",0,amazon
Truly awful.,0,amazon
"It works fine on my Motorola 325 cellphone, and a lot better than the worn-out battery did.",1,amazon
The volume for the ringer is REAL good (you have choices how loud).,1,amazon
And none of the tones is acceptable.,0,amazon
camera color balance is AWFUL.,0,amazon
"This product is clearly not ready for prime time, I don't care how cool it looks, if you can't tell a call is coming in it's worthless.",0,amazon
I love the ringtones because they are so upbeat!,1,amazon
Chinese Forgeries Abound!.,0,amazon
Easy to pair with my Samsung Cell.,1,amazon
The instructions didn't explain that a microphone jack could be used.,0,amazon
i would advise to not purchase this item it never worked very well.,0,amazon
Too bad you have to pay up to $$$ a month for the service!,0,amazon
Works well.,1,amazon
The nokia CA-42 USB cable did not work with my phone.,0,amazon
Clear crisp sound.,1,amazon
"I have to use the smallest earpieces provided, but it stays on pretty well.",1,amazon
"The biggest complaint I have is, the battery drains superfast.",0,amazon
The design might be ergonomic in theory but I could not stand having these in my ear.,0,amazon
Do NOT buy if you want to use the holster.,0,amazon
The phone can also take great pictures and even video clips.,1,amazon
It doesn't make you look cool.,0,amazon
"Because both ears are occupied, background is not distracting at all.",1,amazon
"Comfortable fit - you need your headset to be comfortable for at least an hour at a time, if not for an entire day.",1,amazon
"Also, the phone doesn't seem to accept anything except CBR mp3s, preferably ripped by Windows Media Player.",0,amazon
You can't beat the price on these.,1,amazon
"* Comes with a strong light that you can use to light up your camera shots, and even flash SOS signals (seriously!",1,amazon
lightweight and works well.,1,amazon
So just beware.,0,amazon
I love this cable - it allows me to connect any mini-USB device to my PC.,1,amazon
So anyone near you will hear part of your conversation.,0,amazon
This is cool because most cases are just open there allowing the screen to get all scratched up.,1,amazon
I bought this phone as a replacement for my StarTac and have regretted it since.,0,amazon
Appears to actually outperform the original battery from China that came with my V325i.,1,amazon
Can't store anything but phone numbers to SIM.,0,amazon
"It lasts less than 3o minutes, if I actually try to use the phone.My wife has the same phone with the same problem.",0,amazon
Poor quality.,0,amazon
"jabra ear gels ""R"" the best!.",1,amazon
Not worth it.,0,amazon
The phone crashed completely and now I have to get it replaced.,0,amazon
"It quit working after I'd used it for about 18 months, so I just purchased another one because this is the best headset I've ever owned.",1,amazon
"Unfortunately it will not recharge my iPhone 4s, despite connecting it from multiple power sources (iMac, external battery, wall outlet, etc).",0,amazon
It was a great phone.,1,amazon
if you simply want a small flip phone -- look elsewhere as the extra bells & whistles are mediocre.,0,amazon
"Good value, works fine - power via USB, car, or wall outlet.",1,amazon
My phone doesn't slide around my car now and the grip prevents my phone from slipping out of my hand.,1,amazon
This is simply the BEST bluetooth headset for sound quality!,1,amazon
Think it over when you plan to own this one!This sure is the last MOTO phone for me!,0,amazon
"In the span of an hour, I had two people exclaim ""Whoa - is that the new phone on TV?!?",1,amazon
I have always used corded headsets and the freedom from the wireless is very helpful.,1,amazon
"This case has passed the one year mark and while it shows signs of wear, it is 100% functional.",1,amazon
"Other than that, the leather is nice and soft; the fit is very tight; the cut out for the face is a good shape.",1,amazon
It has everything I need and I couldn't ask for more.,1,amazon
After receiving and using the product for just 2 days it broke.,0,amazon
This product is great... it makes working a lot easier I can go to the copier while waiting on hold for something.,1,amazon
None of the three sizes they sent with the headset would stay in my ears.,0,amazon
T-Mobile has the best customer service anywhere.,1,amazon
Arrived quickly and much less expensive than others being sold.,1,amazon
We have tried 2 units and they both failed within 2 months.. Pros,0,amazon
"Provides good protection and looks classy, too.",1,amazon
Krussel Always good.,1,amazon
"The tracfonewebsite is user friendly and makes it easy toactivate, etc.",1,amazon
The design is very good.4.,1,amazon
I great reception all the time.,1,amazon
I would highly recommend this product.,1,amazon
"Couldn't use the unit with sunglasses, not good in Texas!",0,amazon
It dit not work most of the time with my Nokia 5320.,0,amazon
"Bought mainly for the charger, which broke soon after purchasing.",0,amazon
"If you like a loud buzzing to override all your conversations, then this phone is for you!",0,amazon
Fantastic buy and will get again for whatever my next phone is,1,amazon
"stay away from this store, be careful.",0,amazon
This BlueAnt Supertooth hands-free phone speaker is AWESOME.,1,amazon
Does not fit.,0,amazon
.... Item arrived quickly and works great with my Metro PCS Samsung SCH-r450 slider phone and Sony Premium Sound in ear plugs.,1,amazon
"It is light, has plenty of battery capacity, and is very confortable to wear for somewhat extended periods of time.",1,amazon
disappointing.,0,amazon
Blue Ant is easy to use.,1,amazon
Cheap but hey it works.. Was pleasantly suprised given the low cost of this item.,1,amazon
The camera on the phone may be used as a dustpan when indoors... I'd rather be using a disposable then this.,0,amazon
Then a few days later the a puff of smoke came out of the phone while in use.,0,amazon
It's very convenient and simple to use - gets job done & makes the car ride so much smoother.,1,amazon
The nano stated it.My son was dissapointed.,0,amazon
The sound quality is excellent as well.,1,amazon
Its the best headset I have used.,1,amazon
Would not reccommend.,0,amazon
They have been around for years and carries the highest quality of anti-glare screen protector that I have found to date.,1,amazon
Just what I wanted.,1,amazon
This particular model would not work with my Motorola Q smartphone.,0,amazon
wont work right or atleast for me.,0,amazon
in addition it feels &amp; looks as if the phone is all lightweight cheap plastic.,0,amazon
"But now that it is ""out of warranty"" the same problems reoccure.Bottom line... put your money somewhere else... Cingular will not support it.",0,amazon
"I really wanted the Plantronics 510 to be the right one, but it has too many issues for me.The good",0,amazon
Great product.,1,amazon
Crisp and Clear.,1,amazon
AFter the first charge kept going dead after 12 minutes.,0,amazon
"VERY cheap plastic, creaks like an old wooden floor.",0,amazon
"I get absolutely horrible reception in my apartment, where with other phones I have not had this problem.",0,amazon
The reception has been generally good.,1,amazon
"Excellent sound, battery life and inconspicuous to boot!.",1,amazon
Great bluetooth!.,1,amazon
I highly recommend this case.,1,amazon
WORTHWHILE.,1,amazon
This is a great deal.,1,amazon
"After my phone got to be about a year old, it's been slowly breaking despite much care on my part.",0,amazon
I am sorry I made this purchase.,0,amazon
I bought these hoping I could make my Bluetooth headset fit better but these things made it impossible to wear.,0,amazon
Treo and T-Mobile refused to replace it again and forced me to buy another phone without any kind of upgrade discount.,0,amazon
It was horrible!.,0,amazon
I don't think it would hold it too securly on your belt.,0,amazon
This allows the possibility of double booking for the same date and time after the first.,0,amazon
They work about 2 weeks then break.,0,amazon
It is simple to use and I like it.,1,amazon
"It's a great tool for entertainment, communication, and data management.Oh, be sure to use ActiveSync 4.2 for optimal data synchronization results!",1,amazon
I can't use this case because the smell is disgusting.,0,amazon
NOT WHAT I WANTED.,0,amazon
I own 2 of these cases and would order another.,1,amazon
Great Phone.,1,amazon
I bought this battery with a coupon from Amazon and I'm very happy with my purchase.,1,amazon
"The internet access was fine, it the rare instance that it worked.",0,amazon
Perfect for the PS3.,1,amazon
"Five star Plus, plus.",1,amazon
A good quality bargain.. I bought this after I bought a cheapy from Big Lots that sounded awful and people on the other end couldn't hear me.,1,amazon
$50 Down the drain.,0,amazon
I tried talking real loud but shouting on the telephone gets old and I was still told it wasn't great.,0,amazon
"Good , works fine.",1,amazon
For the price this was a great deal.,1,amazon
"Great price, too!",1,amazon
"If there is a wind, it is completely useless.",0,amazon
Yes it's shiny on front side - and I love it!,1,amazon
Does Not Work.,0,amazon
"At first I thought I was grtting a good deal at $7.44, until I plugged it into my phone (V3c Razr).",0,amazon
The reception through this headset is excellent.,1,amazon
2 thumbs up to this seller,1,amazon
"I have a Verizon LG phone and they work well together, good reception and range that exceeds 20 feet line of sight.",1,amazon
Improper description.... I had to return it.,0,amazon
#1 It Works - #2 It is Comfortable.,1,amazon
Battery charge-life is quite long.,1,amazon
The Jabra EarGels fit my ears very well.,1,amazon
Battery has no life.,0,amazon
I checked everywhere and there is no feature for it which is really disappointing.,0,amazon
Product is exactly as described.,1,amazon
Gets a signal when other Verizon phones won't.,1,amazon
Doesn't do the job.,0,amazon
I would recommend it.,1,amazon
Plan on ordering from them again and again.,1,amazon
"That being said, for a phone, the camera is very nice; many cool effects to play with, and video is decent as well.",1,amazon
I have been very satisfied with this cell phone from day one.,1,amazon
They keep getting better and better (this is my third one and I've had numerous Palms too).,1,amazon
Awkward to use and unreliable.,0,amazon
The shipping time was also very quick!,1,amazon
Not as good as I had hoped.,0,amazon
Good case!.,1,amazon
Doesn't Work.,0,amazon
Really good product.,1,amazon
Unfortunately it did not work.,0,amazon
All three broke within two months of use.,0,amazon
dont buy it.,0,amazon
"My father has the V265, and the battery is dying.",0,amazon
"However, the ear pads come off easily and after only one week I lost one.",0,amazon
"The calls drop, the phone comes on and off at will, the screen goes black and the worst of all it stops ringing intermittently.",0,amazon
"Horrible, horrible protector.",0,amazon
I don't like this Nokia either.,0,amazon
"Reaching for the bottom row is uncomfortable, and the send and end keys are not where I expect them to be.3.",0,amazon
I have bought this Nokia cell phone a few weeks ago and it was a nightmare.,0,amazon
It would take too long to describe how bad my customer service experience has been with Amazon.,0,amazon
the only VERY DISAPPOINTING thing was there was NO SPEAKERPHONE!!!!,0,amazon
Terrible.. My car will not accept this cassette.,0,amazon
"Product is useless, since it does not have enough charging current to charge the 2 cellphones I was planning to use it with.",0,amazon
It's not what it says it is.,0,amazon
Stay Away From the Q!.,0,amazon
Used and dirty.,0,amazon
Very unreliable service from T-mobile !,0,amazon
Not good enough for the price.,0,amazon
I bought two of them and neither will charge.,0,amazon
It looks very nice.,1,amazon
"This is an excellent tool, especially when paired with your phone's auto-answer.",1,amazon
I have read other's reviews here but I haven't had any problem with it.,1,amazon
These products cover up the important light sensor above the ear outlet.,0,amazon
Comfortable in my hand.,1,amazon
Just does not work.,0,amazon
Poor Reliability.,0,amazon
(It works!),1,amazon
"If I take a picture, the battery drops a bar, and starts beeping, letting me know its dieing.",0,amazon
"Terrible product, and waste of money!",0,amazon
Last time buying from you.,0,amazon
It was a waste of my money.,0,amazon
So far it has worked like a charm.,1,amazon
"I have only had it for a few weeks, but so far, so good.",1,amazon
"But, in any case, the best part is, you can download these pictures to your laptop using IR, or even send pictures from your laptop to the phone.",1,amazon
Would recommend this item.,1,amazon
It's been my choice headset for years.Great sound; good volume; good noise cancellation.,1,amazon
"Nice case, feels good in your hands.",1,amazon
The item received was Counterfeit.,0,amazon
"Just really good.. So far, probably the best BT headset I have ever had.",1,amazon
Works fine.,1,amazon
I received my headset in good time and was happy with it.,1,amazon
I was very pleased to see that I could replace my well travled swivel holster for my Blackberry flip.,1,amazon
My sister has one also and she loves it.,1,amazon
Good Quality.,1,amazon
This is by far the worst purchase I've made on Amazon.,0,amazon
Excellent dual-purpose headset.,1,amazon
Excellent!.,1,amazon
Does not work for listening to music with the cingular 8125.,0,amazon
"It seems completely secure, both holding on to my belt, and keeping the iPhone inside.",1,amazon
"The bottowm line...another worthless, cheap gimmick from Sprint.",0,amazon
Having trouble with volume.,0,amazon
The only good thing was that it fits comfortably on small ears.,1,amazon
WARNING - DO NOT BUY!!.,0,amazon
"I am pairing this with my iphone, and I could not be happier with it so far.",1,amazon
"When it opens, the battery connection is broken and the device is turned off.",0,amazon
"I didn't want the clip going over the top of my ear, causing discomfort.",0,amazon
Best headset ever!!!.,1,amazon
Don't trust their website and don't expect any helpful support.,0,amazon
It was that loud.Glad to say that the Plantronics 510 maintains a flawless connection to my cell and with no static during normal use.,1,amazon
The speaker is of low quality so as making the ring tones sound very cheap.,0,amazon
"Fits comfortably, came with three sizes of earbud tips.",1,amazon
Excellent product for the price.,1,amazon
Bad Reception.,0,amazon
This product is very High quality Chinese CRAP!!!!!!,0,amazon
It was quite comfortable in the ear.,1,amazon
Great phone.,1,amazon
Don't buy this product - It fails!.,0,amazon
Everything about this product is wrong.First,0,amazon
The pairing of the two devices was so easy it barely took a couple minutes before I started making calls with the voice dialing feature.,1,amazon
"This was utterly confusing at first, which caused me to lose a couple of very, very important contacts.",0,amazon
Terrible phone holder.,0,amazon
The cutouts and buttons are placed perfectly.,1,amazon
I love being able to use one headset for both by land-line and cell.,1,amazon
Problem is that the ear loops are made of weak material and break easily.,0,amazon
Not nearly as good looking as the AMAZON picture makes it look.,0,amazon
"But despite these few flaws, this case is of exceptional quality and well worth the additional costs of owning an official OEM product.",1,amazon
How stupid is that?,0,amazon
"I can hear while I'm driving in the car, and usually don't even have to put it on it's loudest setting.",1,amazon
Seller shipped quickly and much cheaper than the competitors.,1,amazon
"Good show, Samsung.",1,amazon
So I bought about 10 of these and saved alot of money.,1,amazon
It always cuts out and makes a beep beep beep sound then says signal failed.,0,amazon
Couldn't figure it out,0,amazon
"My phone sounded OK ( not great - OK), but my wife's phone was almost totally unintelligible, she couldn't understand a word being said on it.",0,amazon
So I had to take the battery out of the phone put it all back together and then restart it.,0,amazon
"While I managed to bend the leaf spring back in place, the metal now has enough stress that it will break on the next drop.",0,amazon
Leopard Print is wonderfully wild!.,1,amazon
Works for me.,1,amazon
"Saggy, floppy piece of junk.",0,amazon
much better than the hard plastic cases.,1,amazon
It also had a new problem.,0,amazon
Happy so far!.,1,amazon
cool phone.,1,amazon
Works good.,1,amazon
Motorola finally got the voice quality of a bluetooth headset right.,1,amazon
It looses connection to the phone even when it is within a couple feet between the two.,0,amazon
"but it is great, i would really recommend it",1,amazon
Makes it easier to keep up with my bluetooth when I'm not wearing it.,0,amazon
As I said above....PRETTY USELESS!,0,amazon
Never got it!!!!!,0,amazon
This pair of headphones is the worst that I have ever had sound-wise.,0,amazon
[...] down the drain because of a weak snap!,0,amazon
Does not charge the Cingular (ATT) 8525 phone.,0,amazon
"You get extra minutes so that you can carry out the call and not get cut off.""",1,amazon
"However, after about a year, the fliptop started to get loose and wobbly and eventually my screen went black and I couldn't receive and place calls.",0,amazon
I kept catching the cable on the seat and I had to pull the phone out to turn it on an off.,0,amazon
The headset fulfills my requirements so I am happy with my purchase.,1,amazon
Logitech Bluetooth Headset is a 10!.,1,amazon
"I like the fact that it rests lightly against your ear, rather than inside.",1,amazon
A lot of websites have been rating this a very good phone and so do I.,1,amazon
I have tried these cables with my computer and my iPod and it works just fine.,1,amazon
"The mic there is a joke, and the volume is quite low.",0,amazon
I'm returning them.,0,amazon
I does not maintain a connection with the computer while it is on my lap.,0,amazon
It is easy to turn on and off when you are in the car and the volume controls are quite accessable.,1,amazon
I have had mine for about a year and this Christmas I bought some for the rest of the family.,1,amazon
"Otherwise, easy to install and use, clear sound.",1,amazon
nice leather.,1,amazon
I had to purchase a different case.,0,amazon
It is a joy to use.,1,amazon
Very much disappointed with this company.,0,amazon
Very satisifed with that.,1,amazon
It didn't charge for me.,0,amazon
This is the phone to get for 2005.... I just bought my S710a and all I can say is WOW!,1,amazon
Buttons are too small.,0,amazon
Just reading on the specs alone makes you say WOW.,1,amazon
Love it.. Great armband.,1,amazon
I really like this product over the Motorola because it is allot clearer on the ear piece and the mic.,1,amazon
"However, the keypads are so tinny that I sometimes reach the wrong buttons.",0,amazon
I exchanged the sony ericson z500a for this and I'm pretty happy with that decision.,1,amazon
I was very impressed with the price of the cases.,1,amazon
Also makes it easier to hold on to.,1,amazon
"I use this product in a motor control center where there is a lot of high voltage humming from the equipment, and it works great!",1,amazon
It's pretty easy.,1,amazon
I cannot make calls at certain places.,0,amazon
"however, my girl was complain that some time the phone doesn't wake up like normal phone does.",0,amazon
Beautiful styling though.,1,amazon
This company charge me a restocking fee and still not given me my refund back.,0,amazon
I'm trying to return it for a refund.,0,amazon
I plugged it in only to find out not a darn thing worked.,0,amazon
Excellent product.,1,amazon
Earbud piece breaks easily.,0,amazon
Lousy product.,0,amazon
This phone tries very hard to do everything but fails at it's very ability to be a phone.,0,amazon
It is the best charger I have seen on the market yet.,1,amazon
SWEETEST PHONE!!!,1,amazon
":-)Oh, the charger seems to work fine.",1,amazon
It fits so securely that the ear hook does not even need to be used and the sound is better directed through your ear canal.,1,amazon
Not enough volume.,0,amazon
Echo Problem....Very unsatisfactory,0,amazon
you could only take 2 videos at a time and the quality was very poor.,0,amazon
don't waste your money.,0,amazon
I am going to have to be the first to negatively review this product.,0,amazon
Adapter does not provide enough charging current.,0,amazon
"There was so much hype over this phone that I assumed it was the best, my mistake.",0,amazon
You also cannot take pictures with it in the case because the lense is covered.,0,amazon
Phone falls out easily.,0,amazon
"It didn't work, people can not hear me when I talk.",0,amazon
The text messaging feature is really tricky to use.,0,amazon
I'm really disappointed all I have now is a charger that doesn't work.,0,amazon
Painful on the ear.,0,amazon
Lasted one day and then blew up.,0,amazon
disappointed.,0,amazon
Kind of flops around.,0,amazon
The screen does get smudged easily because it touches your ear and face.,0,amazon
What a piece of junk.. I lose more calls on this phone.,0,amazon
Item Does Not Match Picture.,0,amazon
The only thing that disappoint me is the infra red port (irda).,0,amazon
"You can not answer calls with the unit, never worked once!",0,amazon
